source_mat_id,chlorophyll,chlorophyll_method,sea_surf_temp,sea_surf_temp_method,sea_subsurf_temp,sea_subsurf_temp_method,sea_surf_salinity,sea_surf_salinity_method,sea_subsurf_salinity,sea_subsurf_salinity_method,alkalinity,alkalinity_method,ammonium,ammonium_method,atmospheric_data,bacteria_carb_prod,bacteria_carb_prod_method,bac_prod,bac_prod_method,bac_resp,bac_resp_method,biomass,biomass_method,chem_administration,conduc,conduc_method,density,density_method,diss_carb_dioxide,diss_carb_dioxide_method,diss_hydrogen,diss_hydrogen_method,diss_inorg_carb,diss_inorg_carb_method,diss_org_carb,diss_org_carb_method,diss_org_nitro,diss_org_nitro_method,down_par,down_par_method,light_intensity,light_intensity_method,diss_oxygen,diss_oxygen_method,n_alkanes,n_alkanes_method,nitrate,nitrate_method,nitrite,nitrite_method,org_carb,org_carb_method,org_matter,org_matter_method,org_nitro,org_nitro_method,organism_count,organism_count_method,ph,ph_method,part_org_carb,part_org_carb_method,part_org_nitro,part_org_nitro_method,perturbation,petroleum_hydrocarb,petroleum_hydrocarb_method,phaeopigments,phaeopigments_method,phosphate,phosphate_method,pigments,pigments_method,pressure,pressure_method,primary_prod,primary_prod_method,redox_potential,redox_potential_method,silicate,silicate_method,sulfate,sulfate_method,sulfide,sulfide_method,tot_carb,tot_carb_method,tot_diss_nitro,tot_inorg_nitro,tot_nitro,tot_nitro_method,tot_part_carb,tot_part_carb_method,tot_phosp,tot_phosp_method,turbidity,water_current,water_current_method,misc_param,misc_param_method
EMOBON 211028 BPNS Wa 3 Blank,to be analysed,HPLC,14.097,CTD,14.088,CTD,33.855,CTD,33.846,CTD,,,,,,,,,,,,,,,40702.400,CTD,1.025277,CTD,,,,,,,,,,,,,,,8.14,CTD,,,"4,37",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,"0,42",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,,,,,,1.00014803849,CTD,,,,,to be analysed ,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,
EMOBON 211028 BPNS Wa 0.2 R1,to be analysed,HPLC,14.097,CTD,14.088,CTD,33.855,CTD,33.846,CTD,,,,,,,,,,,,,,,40702.400,CTD,1.025277,CTD,,,,,,,,,,,,,,,8.14,CTD,,,"4,37",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,"0,42",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,,,,,,1.00014803849,CTD,,,,,to be analysed ,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,
EMOBON 211028 BPNS Wa 0.2 R2,to be analysed,HPLC,14.097,CTD,14.088,CTD,33.855,CTD,33.846,CTD,,,,,,,,,,,,,,,40702.400,CTD,1.025277,CTD,,,,,,,,,,,,,,,8.14,CTD,,,"4,37",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,"0,42",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,,,,,,1.00014803849,CTD,,,,,to be analysed ,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,
EMOBON 211028 BPNS Wa 0.2 R3,to be analysed,HPLC,14.097,CTD,14.088,CTD,33.855,CTD,33.846,CTD,,,,,,,,,,,,,,,40702.400,CTD,1.025277,CTD,,,,,,,,,,,,,,,8.14,CTD,,,"4,37",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,"0,42",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,,,,,,1.00014803849,CTD,,,,,to be analysed ,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,
EMOBON 211028 BPNS Wa 0.2 R4,to be analysed,HPLC,14.097,CTD,14.088,CTD,33.855,CTD,33.846,CTD,,,,,,,,,,,,,,,40702.400,CTD,1.025277,CTD,,,,,,,,,,,,,,,8.14,CTD,,,"4,37",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,"0,42",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,,,,,,1.00014803849,CTD,,,,,to be analysed ,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,
EMOBON 211028 BPNS Wa 0.2 Blank,to be analysed,HPLC,14.097,CTD,14.088,CTD,33.855,CTD,33.846,CTD,,,,,,,,,,,,,,,40702.400,CTD,1.025277,CTD,,,,,,,,,,,,,,,8.14,CTD,,,"4,37",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,"0,42",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,,,,,,1.00014803849,CTD,,,,,to be analysed ,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,
EMOBON 211028 BPNS Wa 20 R1,to be analysed,HPLC,14.097,CTD,14.088,CTD,33.855,CTD,33.846,CTD,,,,,,,,,,,,,,,40702.400,CTD,1.025277,CTD,,,,,,,,,,,,,,,8.14,CTD,,,"4,37",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,"0,42",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,,,,,,1.00014803849,CTD,,,,,to be analysed ,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,
EMOBON 211028 BPNS Wa 20 R2,to be analysed,HPLC,14.097,CTD,14.088,CTD,33.855,CTD,33.846,CTD,,,,,,,,,,,,,,,40702.400,CTD,1.025277,CTD,,,,,,,,,,,,,,,8.14,CTD,,,"4,37",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,"0,42",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,,,,,,1.00014803849,CTD,,,,,to be analysed ,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,
EMOBON 211028 BPNS Wa 20 R3,to be analysed,HPLC,14.097,CTD,14.088,CTD,33.855,CTD,33.846,CTD,,,,,,,,,,,,,,,40702.400,CTD,1.025277,CTD,,,,,,,,,,,,,,,8.14,CTD,,,"4,37",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,"0,42",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,,,,,,1.00014803849,CTD,,,,,to be analysed ,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,
EMOBON 211028 BPNS Wa 20 R4,to be analysed,HPLC,14.097,CTD,14.088,CTD,33.855,CTD,33.846,CTD,,,,,,,,,,,,,,,40702.400,CTD,1.025277,CTD,,,,,,,,,,,,,,,8.14,CTD,,,"4,37",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,"0,42",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,,,,,,1.00014803849,CTD,,,,,to be analysed ,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,
EMOBON 211028 BPNS Wa 20 Blank,to be analysed,HPLC,14.097,CTD,14.088,CTD,33.855,CTD,33.846,CTD,,,,,,,,,,,,,,,40702.400,CTD,1.025277,CTD,,,,,,,,,,,,,,,8.14,CTD,,,"4,37",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,"0,42",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,,,,,,1.00014803849,CTD,,,,,to be analysed ,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,
EMOBON 211028 BPNS Wa 200 R1,to be analysed,HPLC,14.097,CTD,14.088,CTD,33.855,CTD,33.846,CTD,,,,,,,,,,,,,,,40702.400,CTD,1.025277,CTD,,,,,,,,,,,,,,,8.14,CTD,,,"4,37",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,"0,42",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,,,,,,1.00014803849,CTD,,,,,to be analysed ,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,
EMOBON 211028 BPNS Wa 200 R2,to be analysed,HPLC,14.097,CTD,14.088,CTD,33.855,CTD,33.846,CTD,,,,,,,,,,,,,,,40702.400,CTD,1.025277,CTD,,,,,,,,,,,,,,,8.14,CTD,,,"4,37",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,"0,42",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,,,,,,1.00014803849,CTD,,,,,to be analysed ,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,
EMOBON 211028 BPNS Wa 200 R3,to be analysed,HPLC,14.097,CTD,14.088,CTD,33.855,CTD,33.846,CTD,,,,,,,,,,,,,,,40702.400,CTD,1.025277,CTD,,,,,,,,,,,,,,,8.14,CTD,,,"4,37",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,"0,42",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,,,,,,1.00014803849,CTD,,,,,to be analysed ,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,
EMOBON 211028 BPNS Wa 200 R4,to be analysed,HPLC,14.097,CTD,14.088,CTD,33.855,CTD,33.846,CTD,,,,,,,,,,,,,,,40702.400,CTD,1.025277,CTD,,,,,,,,,,,,,,,8.14,CTD,,,"4,37",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,"0,42",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,,,,,,1.00014803849,CTD,,,,,to be analysed ,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,
EMOBON 211028 BPNS Wa 200 Blank,to be analysed,HPLC,14.097,CTD,14.088,CTD,33.855,CTD,33.846,CTD,,,,,,,,,,,,,,,40702.400,CTD,1.025277,CTD,,,,,,,,,,,,,,,8.14,CTD,,,"4,37",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,"0,42",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,,,,,,1.00014803849,CTD,,,,,to be analysed ,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,
EMOBON-211223-BPNS-Wa-3-R1	,0.539,HPLC,,CTD broke and sea surface temperature could not be measured,,CTD broke and sea subsurface  temperature could not be measured,,CTD broke and sea surface salinity  could not be measured,,CTD broke and sea subsurface salinity could not be measured,,,,,,,,,,,,,,,,CTD broke and conductivity could not be measured,,,,,,,,,,,,,,,,,,CTD broke and dissolved oxygen could not be measured,,,"14,43",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,"0,45",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,,,,,,,CTD broke and pressure could not be measured,,,,,to be analysed ,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,
EMOBON-211223-BPNS-Wa-3-R2	,0.539,HPLC,,CTD broke and sea surface temperature could not be measured,,CTD broke and sea subsurface  temperature could not be measured,,CTD broke and sea surface salinity  could not be measured,,CTD broke and sea subsurface salinity could not be measured,,,,,,,,,,,,,,,,CTD broke and conductivity could not be measured,,,,,,,,,,,,,,,,,,CTD broke and dissolved oxygen could not be measured,,,"14,43",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,"0,45",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,,,,,,,CTD broke and pressure could not be measured,,,,,to be analysed ,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,
EMOBON-211223-BPNS-Wa-3-R3	,0.539,HPLC,,CTD broke and sea surface temperature could not be measured,,CTD broke and sea subsurface  temperature could not be measured,,CTD broke and sea surface salinity  could not be measured,,CTD broke and sea subsurface salinity could not be measured,,,,,,,,,,,,,,,,CTD broke and conductivity could not be measured,,,,,,,,,,,,,,,,,,CTD broke and dissolved oxygen could not be measured,,,"14,43",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,"0,45",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,,,,,,,CTD broke and pressure could not be measured,,,,,to be analysed ,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,
EMOBON-211223-BPNS-Wa-3-R4	,0.539,HPLC,,CTD broke and sea surface temperature could not be measured,,CTD broke and sea subsurface  temperature could not be measured,,CTD broke and sea surface salinity  could not be measured,,CTD broke and sea subsurface salinity could not be measured,,,,,,,,,,,,,,,,CTD broke and conductivity could not be measured,,,,,,,,,,,,,,,,,,CTD broke and dissolved oxygen could not be measured,,,"14,43",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,"0,45",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,,,,,,,CTD broke and pressure could not be measured,,,,,to be analysed ,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,
EMOBON-211223-BPNS-Wa-3-Blank	,0.539,HPLC,,CTD broke and sea surface temperature could not be measured,,CTD broke and sea subsurface  temperature could not be measured,,CTD broke and sea surface salinity  could not be measured,,CTD broke and sea subsurface salinity could not be measured,,,,,,,,,,,,,,,,CTD broke and conductivity could not be measured,,,,,,,,,,,,,,,,,,CTD broke and dissolved oxygen could not be measured,,,"14,43",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,"0,45",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,,,,,,,CTD broke and pressure could not be measured,,,,,to be analysed ,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,
"EMOBON-211223-BPNS-Wa-0,2-R1	",0.539,HPLC,,CTD broke and sea surface temperature could not be measured,,CTD broke and sea subsurface  temperature could not be measured,,CTD broke and sea surface salinity  could not be measured,,CTD broke and sea subsurface salinity could not be measured,,,,,,,,,,,,,,,,CTD broke and conductivity could not be measured,,,,,,,,,,,,,,,,,,CTD broke and dissolved oxygen could not be measured,,,"14,43",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,"0,45",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,,,,,,,CTD broke and pressure could not be measured,,,,,to be analysed ,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,
"EMOBON-211223-BPNS-Wa-0,2-R2	",0.539,HPLC,,CTD broke and sea surface temperature could not be measured,,CTD broke and sea subsurface  temperature could not be measured,,CTD broke and sea surface salinity  could not be measured,,CTD broke and sea subsurface salinity could not be measured,,,,,,,,,,,,,,,,CTD broke and conductivity could not be measured,,,,,,,,,,,,,,,,,,CTD broke and dissolved oxygen could not be measured,,,"14,43",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,"0,45",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,,,,,,,CTD broke and pressure could not be measured,,,,,to be analysed ,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,
"EMOBON-211223-BPNS-Wa-0,2-R3	",0.539,HPLC,,CTD broke and sea surface temperature could not be measured,,CTD broke and sea subsurface  temperature could not be measured,,CTD broke and sea surface salinity  could not be measured,,CTD broke and sea subsurface salinity could not be measured,,,,,,,,,,,,,,,,CTD broke and conductivity could not be measured,,,,,,,,,,,,,,,,,,CTD broke and dissolved oxygen could not be measured,,,"14,43",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,"0,45",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,,,,,,,CTD broke and pressure could not be measured,,,,,to be analysed ,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,
"EMOBON-211223-BPNS-Wa-0,2-R4	",0.539,HPLC,,CTD broke and sea surface temperature could not be measured,,CTD broke and sea subsurface  temperature could not be measured,,CTD broke and sea surface salinity  could not be measured,,CTD broke and sea subsurface salinity could not be measured,,,,,,,,,,,,,,,,CTD broke and conductivity could not be measured,,,,,,,,,,,,,,,,,,CTD broke and dissolved oxygen could not be measured,,,"14,43",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,"0,45",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,,,,,,,CTD broke and pressure could not be measured,,,,,to be analysed ,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,
"EMOBON-211223-BPNS-Wa-0,2-Blank",0.539,HPLC,,CTD broke and sea surface temperature could not be measured,,CTD broke and sea subsurface  temperature could not be measured,,CTD broke and sea surface salinity  could not be measured,,CTD broke and sea subsurface salinity could not be measured,,,,,,,,,,,,,,,,CTD broke and conductivity could not be measured,,,,,,,,,,,,,,,,,,CTD broke and dissolved oxygen could not be measured,,,"14,43",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,"0,45",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,,,,,,,CTD broke and pressure could not be measured,,,,,to be analysed ,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,
EMOBON-211223-BPNS-Wa-20-R1	,0.539,HPLC,,CTD broke and sea surface temperature could not be measured,,CTD broke and sea subsurface  temperature could not be measured,,CTD broke and sea surface salinity  could not be measured,,CTD broke and sea subsurface salinity could not be measured,,,,,,,,,,,,,,,,CTD broke and conductivity could not be measured,,,,,,,,,,,,,,,,,,CTD broke and dissolved oxygen could not be measured,,,"14,43",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,"0,45",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,,,,,,,CTD broke and pressure could not be measured,,,,,to be analysed ,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,
EMOBON-211223-BPNS-Wa-20-R2,0.539,HPLC,,CTD broke and sea surface temperature could not be measured,,CTD broke and sea subsurface  temperature could not be measured,,CTD broke and sea surface salinity  could not be measured,,CTD broke and sea subsurface salinity could not be measured,,,,,,,,,,,,,,,,CTD broke and conductivity could not be measured,,,,,,,,,,,,,,,,,,CTD broke and dissolved oxygen could not be measured,,,"14,43",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,"0,45",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,,,,,,,CTD broke and pressure could not be measured,,,,,to be analysed ,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,
EMOBON-211223-BPNS-Wa-20-R3,0.539,HPLC,,CTD broke and sea surface temperature could not be measured,,CTD broke and sea subsurface  temperature could not be measured,,CTD broke and sea surface salinity  could not be measured,,CTD broke and sea subsurface salinity could not be measured,,,,,,,,,,,,,,,,CTD broke and conductivity could not be measured,,,,,,,,,,,,,,,,,,CTD broke and dissolved oxygen could not be measured,,,"14,43",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,"0,45",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,,,,,,,CTD broke and pressure could not be measured,,,,,to be analysed ,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,
EMOBON-211223-BPNS-Wa-20-R4,0.539,HPLC,,CTD broke and sea surface temperature could not be measured,,CTD broke and sea subsurface  temperature could not be measured,,CTD broke and sea surface salinity  could not be measured,,CTD broke and sea subsurface salinity could not be measured,,,,,,,,,,,,,,,,CTD broke and conductivity could not be measured,,,,,,,,,,,,,,,,,,CTD broke and dissolved oxygen could not be measured,,,"14,43",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,"0,45",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,,,,,,,CTD broke and pressure could not be measured,,,,,to be analysed ,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,
EMOBON-211223-BPNS-Wa-20-Blank,0.539,HPLC,,CTD broke and sea surface temperature could not be measured,,CTD broke and sea subsurface  temperature could not be measured,,CTD broke and sea surface salinity  could not be measured,,CTD broke and sea subsurface salinity could not be measured,,,,,,,,,,,,,,,,CTD broke and conductivity could not be measured,,,,,,,,,,,,,,,,,,CTD broke and dissolved oxygen could not be measured,,,"14,43",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,"0,45",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,,,,,,,CTD broke and pressure could not be measured,,,,,to be analysed ,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,
EMOBON-211223-BPNS-Wa-200-R1	,0.539,HPLC,,CTD broke and sea surface temperature could not be measured,,CTD broke and sea subsurface  temperature could not be measured,,CTD broke and sea surface salinity  could not be measured,,CTD broke and sea subsurface salinity could not be measured,,,,,,,,,,,,,,,,CTD broke and conductivity could not be measured,,,,,,,,,,,,,,,,,,CTD broke and dissolved oxygen could not be measured,,,"14,43",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,"0,45",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,,,,,,,CTD broke and pressure could not be measured,,,,,to be analysed ,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,
EMOBON-211223-BPNS-Wa-200-R2	,0.539,HPLC,,CTD broke and sea surface temperature could not be measured,,CTD broke and sea subsurface  temperature could not be measured,,CTD broke and sea surface salinity  could not be measured,,CTD broke and sea subsurface salinity could not be measured,,,,,,,,,,,,,,,,CTD broke and conductivity could not be measured,,,,,,,,,,,,,,,,,,CTD broke and dissolved oxygen could not be measured,,,"14,43",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,"0,45",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,,,,,,,CTD broke and pressure could not be measured,,,,,to be analysed ,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,
EMOBON-211223-BPNS-Wa-200-R3	,0.539,HPLC,,CTD broke and sea surface temperature could not be measured,,CTD broke and sea subsurface  temperature could not be measured,,CTD broke and sea surface salinity  could not be measured,,CTD broke and sea subsurface salinity could not be measured,,,,,,,,,,,,,,,,CTD broke and conductivity could not be measured,,,,,,,,,,,,,,,,,,CTD broke and dissolved oxygen could not be measured,,,"14,43",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,"0,45",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,,,,,,,CTD broke and pressure could not be measured,,,,,to be analysed ,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,
EMOBON-211223-BPNS-Wa-200-R4	,0.539,HPLC,,CTD broke and sea surface temperature could not be measured,,CTD broke and sea subsurface  temperature could not be measured,,CTD broke and sea surface salinity  could not be measured,,CTD broke and sea subsurface salinity could not be measured,,,,,,,,,,,,,,,,CTD broke and conductivity could not be measured,,,,,,,,,,,,,,,,,,CTD broke and dissolved oxygen could not be measured,,,"14,43",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,"0,45",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,,,,,,,CTD broke and pressure could not be measured,,,,,to be analysed ,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,
EMOBON-211223-BPNS-Wa-200-Blank	,0.539,HPLC,,CTD broke and sea surface temperature could not be measured,,CTD broke and sea subsurface  temperature could not be measured,,CTD broke and sea surface salinity  could not be measured,,CTD broke and sea subsurface salinity could not be measured,,,,,,,,,,,,,,,,CTD broke and conductivity could not be measured,,,,,,,,,,,,,,,,,,CTD broke and dissolved oxygen could not be measured,,,"14,43",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,"0,45",SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,,,,,,,CTD broke and pressure could not be measured,,,,,to be analysed ,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,
EMOBON-220322-BPNS-Wa-3-R1        ,to be analysed,HPLC,8.259,CTD,8.256,CTD,31.932,CTD,33.333,CTD,,,,,,,,,,,,,,,"34885,300",CTD,"1,026220",CTD,,,,,,,,,,,,,,,"9,7011765",CTD,,,21.93,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,0.38,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,,,,,,1.01445842586,CTD,,,,,6.33,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,
EMOBON-220322-BPNS-Wa-3-R2        ,to be analysed,HPLC,8.259,CTD,8.256,CTD,31.932,CTD,33.333,CTD,,,,,,,,,,,,,,,"34885,300",CTD,"1,026220",CTD,,,,,,,,,,,,,,,"9,7011765",CTD,,,21.93,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,0.38,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,,,,,,1.01445842586,CTD,,,,,6.33,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,
EMOBON-220322-BPNS-Wa-3-R3        ,to be analysed,HPLC,8.259,CTD,8.256,CTD,31.932,CTD,33.333,CTD,,,,,,,,,,,,,,,"34885,300",CTD,"1,026220",CTD,,,,,,,,,,,,,,,"9,7011765",CTD,,,21.93,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,0.38,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,,,,,,1.01445842586,CTD,,,,,6.33,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,
EMOBON-220322-BPNS-Wa-3-R4        ,to be analysed,HPLC,8.259,CTD,8.256,CTD,31.932,CTD,33.333,CTD,,,,,,,,,,,,,,,"34885,300",CTD,"1,026220",CTD,,,,,,,,,,,,,,,"9,7011765",CTD,,,21.93,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,0.38,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,,,,,,1.01445842586,CTD,,,,,6.33,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,
EMOBON-220322-BPNS-Wa-3-Blank        ,to be analysed,HPLC,8.259,CTD,8.256,CTD,31.932,CTD,33.333,CTD,,,,,,,,,,,,,,,"34885,300",CTD,"1,026220",CTD,,,,,,,,,,,,,,,"9,7011765",CTD,,,21.93,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,0.38,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,,,,,,1.01445842586,CTD,,,,,6.33,SEAL QuAAtro analysis system + Skalar AutoAnalyser system,,,,,,,,,,,,,,,,,,,
